CustomerAge,TransactionDate_hour,TransactionDate_hour_cos,TransactionDate_hour_sin,AccountBalance,TransactionDate_month,TransactionDate_month_sin,TransactionDate_month_cos,TransactionAmount,TransactionDuration,CustomerOccupation,Cluster
38,18,-1.8369701987210297e-16,-1.0,9146.19,8,-0.8660254037844384,-0.5000000000000004,85.77,93,Doctor,4
39,18,-1.8369701987210297e-16,-1.0,8974.93,6,1.2246467991473532e-16,-1.0,52.2,120,Engineer,4
22,18,-1.8369701987210297e-16,-1.0,1402.5,5,0.49999999999999994,-0.8660254037844387,345.84,142,Student,7
21,16,-0.5000000000000004,-0.8660254037844384,1930.96,3,1.0,6.123233995736766e-17,145.54,96,Student,5
65,17,-0.25881904510252063,-0.9659258262890683,3634.67,10,-0.8660254037844386,0.5000000000000001,7.49,276,Retired,6
23,16,-0.5000000000000004,-0.8660254037844384,673.35,4,0.8660254037844387,-0.4999999999999998,246.93,158,Student,5
37,16,-0.5000000000000004,-0.8660254037844384,2686.52,3,1.0,6.123233995736766e-17,40.32,95,Engineer,1
44,16,-0.5000000000000004,-0.8660254037844384,1772.06,1,0.49999999999999994,0.8660254037844387,127.45,197,Doctor,1
27,16,-0.5000000000000004,-0.8660254037844384,1351.69,9,-1.0,-1.8369701987210297e-16,56.17,283,Student,5
59,17,-0.25881904510252063,-0.9659258262890683,8334.47,7,-0.4999999999999997,-0.8660254037844388,28.31,20,Doctor,6
29,16,-0.5000000000000004,-0.8660254037844384,9823.64,2,0.8660254037844386,0.5000000000000001,59.12,257,Doctor,1
49,16,-0.5000000000000004,-0.8660254037844384,9690.15,9,-1.0,-1.8369701987210297e-16,396.45,168,Engineer,1
22,17,-0.25881904510252063,-0.9659258262890683,399.0,3,1.0,6.123233995736766e-17,877.81,150,Student,3
45,16,-0.5000000000000004,-0.8660254037844384,14815.87,10,-0.8660254037844386,0.5000000000000001,255.26,50,Doctor,1
49,16,-0.5000000000000004,-0.8660254037844384,5764.72,10,-0.8660254037844386,0.5000000000000001,124.76,45,Engineer,1
26,16,-0.5000000000000004,-0.8660254037844384,900.61,11,-0.5000000000000004,0.8660254037844384,78.13,145,Student,5
75,17,-0.25881904510252063,-0.9659258262890683,4875.86,3,1.0,6.123233995736766e-17,649.28,137,Retired,6
66,17,-0.25881904510252063,-0.9659258262890683,7914.88,10,-0.8660254037844386,0.5000000000000001,795.31,90,Doctor,6
55,17,-0.25881904510252063,-0.9659258262890683,1019.39,1,0.49999999999999994,0.8660254037844387,335.63,216,Retired,6
63,18,-1.8369701987210297e-16,-1.0,4323.66,7,-0.4999999999999997,-0.8660254037844388,328.47,119,Retired,4
38,16,-0.5000000000000004,-0.8660254037844384,14214.48,1,0.49999999999999994,0.8660254037844387,34.02,19,Doctor,1
57,18,-1.8369701987210297e-16,-1.0,13357.02,4,0.8660254037844387,-0.4999999999999998,241.42,116,Doctor,4
19,16,-0.5000000000000004,-0.8660254037844384,241.79,4,0.8660254037844387,-0.4999999999999998,55.32,117,Student,5
27,16,-0.5000000000000004,-0.8660254037844384,868.61,7,-0.4999999999999997,-0.8660254037844388,304.31,33,Student,5
74,17,-0.25881904510252063,-0.9659258262890683,4673.28,10,-0.8660254037844386,0.5000000000000001,435.27,90,Retired,6
26,16,-0.5000000000000004,-0.8660254037844384,1509.27,12,-2.4492935982947064e-16,1.0,164.49,75,Student,5
19,16,-0.5000000000000004,-0.8660254037844384,781.7,10,-0.8660254037844386,0.5000000000000001,510.24,105,Student,5
26,16,-0.5000000000000004,-0.8660254037844384,265.51,11,-0.5000000000000004,0.8660254037844384,626.9,138,Student,5
41,16,-0.5000000000000004,-0.8660254037844384,1335.09,3,1.0,6.123233995736766e-17,22.01,175,Engineer,1
69,16,-0.5000000000000004,-0.8660254037844384,3907.54,2,0.8660254037844386,0.5000000000000001,425.34,121,Retired,1
51,17,-0.25881904510252063,-0.9659258262890683,5183.85,2,0.8660254037844386,0.5000000000000001,424.56,264,Engineer,2
67,16,-0.5000000000000004,-0.8660254037844384,14904.9,6,1.2246467991473532e-16,-1.0,85.43,145,Doctor,1
28,16,-0.5000000000000004,-0.8660254037844384,918.88,9,-1.0,-1.8369701987210297e-16,169.5,142,Student,5
62,17,-0.25881904510252063,-0.9659258262890683,4477.78,3,1.0,6.123233995736766e-17,104.63,90,Retired,6
25,17,-0.25881904510252063,-0.9659258262890683,1324.03,8,-0.8660254037844384,-0.5000000000000004,316.95,83,Student,3
57,17,-0.25881904510252063,-0.9659258262890683,3534.93,12,-2.4492935982947064e-16,1.0,60.54,52,Retired,6
68,17,-0.25881904510252063,-0.9659258262890683,4638.37,3,1.0,6.123233995736766e-17,292.56,61,Retired,6
48,16,-0.5000000000000004,-0.8660254037844384,5630.61,6,1.2246467991473532e-16,-1.0,386.52,28,Engineer,1
23,16,-0.5000000000000004,-0.8660254037844384,930.3,10,-0.8660254037844386,0.5000000000000001,112.07,51,Student,5
46,18,-1.8369701987210297e-16,-1.0,5499.91,10,-0.8660254037844386,0.5000000000000001,568.52,152,Engineer,4
79,16,-0.5000000000000004,-0.8660254037844384,4175.02,5,0.49999999999999994,-0.8660254037844387,263.99,227,Retired,1
48,16,-0.5000000000000004,-0.8660254037844384,6651.62,11,-0.5000000000000004,0.8660254037844384,349.64,226,Engineer,1
56,17,-0.25881904510252063,-0.9659258262890683,8458.29,5,0.49999999999999994,-0.8660254037844387,601.4,104,Engineer,2
50,16,-0.5000000000000004,-0.8660254037844384,13988.12,11,-0.5000000000000004,0.8660254037844384,5.77,124,Doctor,1
42,17,-0.25881904510252063,-0.9659258262890683,2585.07,3,1.0,6.123233995736766e-17,201.33,186,Engineer,2
56,16,-0.5000000000000004,-0.8660254037844384,3014.75,4,0.8660254037844387,-0.4999999999999998,298.42,225,Retired,1
25,18,-1.8369701987210297e-16,-1.0,1951.42,4,0.8660254037844387,-0.4999999999999998,521.06,128,Student,7
60,16,-0.5000000000000004,-0.8660254037844384,3665.77,2,0.8660254037844386,0.5000000000000001,117.28,16,Engineer,1
32,16,-0.5000000000000004,-0.8660254037844384,977.01,11,-0.5000000000000004,0.8660254037844384,189.12,103,Engineer,1
44,16,-0.5000000000000004,-0.8660254037844384,3846.28,7,-0.4999999999999997,-0.8660254037844388,133.55,220,Engineer,1
35,17,-0.25881904510252063,-0.9659258262890683,6374.82,1,0.49999999999999994,0.8660254037844387,143.21,135,Engineer,2
62,18,-1.8369701987210297e-16,-1.0,5866.01,7,-0.4999999999999997,-0.8660254037844388,24.77,55,Retired,4
26,16,-0.5000000000000004,-0.8660254037844384,6537.62,10,-0.8660254037844386,0.5000000000000001,233.92,280,Student,5
20,16,-0.5000000000000004,-0.8660254037844384,605.95,10,-0.8660254037844386,0.5000000000000001,1212.51,24,Student,5
37,17,-0.25881904510252063,-0.9659258262890683,6689.87,12,-2.4492935982947064e-16,1.0,232.12,51,Engineer,2
22,17,-0.25881904510252063,-0.9659258262890683,634.17,6,1.2246467991473532e-16,-1.0,162.63,113,Student,3
44,16,-0.5000000000000004,-0.8660254037844384,14676.05,3,1.0,6.123233995736766e-17,91.53,69,Doctor,1
19,18,-1.8369701987210297e-16,-1.0,1362.39,12,-2.4492935982947064e-16,1.0,120.29,77,Student,7
50,18,-1.8369701987210297e-16,-1.0,10528.34,7,-0.4999999999999997,-0.8660254037844388,174.25,67,Doctor,4
38,18,-1.8369701987210297e-16,-1.0,552.52,6,1.2246467991473532e-16,-1.0,183.71,102,Engineer,4
58,17,-0.25881904510252063,-0.9659258262890683,6451.96,10,-0.8660254037844386,0.5000000000000001,345.39,80,Engineer,2
63,16,-0.5000000000000004,-0.8660254037844384,4715.84,1,0.49999999999999994,0.8660254037844387,922.55,87,Retired,1
49,16,-0.5000000000000004,-0.8660254037844384,7176.86,11,-0.5000000000000004,0.8660254037844384,259.91,170,Doctor,1
34,16,-0.5000000000000004,-0.8660254037844384,1523.72,7,-0.4999999999999997,-0.8660254037844388,154.71,157,Doctor,1
54,17,-0.25881904510252063,-0.9659258262890683,8654.28,9,-1.0,-1.8369701987210297e-16,1340.19,30,Engineer,2
64,17,-0.25881904510252063,-0.9659258262890683,9869.93,10,-0.8660254037844386,0.5000000000000001,24.56,69,Doctor,6
48,17,-0.25881904510252063,-0.9659258262890683,10556.81,8,-0.8660254037844384,-0.5000000000000004,568.07,115,Doctor,2
58,18,-1.8369701987210297e-16,-1.0,12883.91,6,1.2246467991473532e-16,-1.0,9.61,179,Doctor,4
24,16,-0.5000000000000004,-0.8660254037844384,791.65,11,-0.5000000000000004,0.8660254037844384,392.96,100,Student,5
60,16,-0.5000000000000004,-0.8660254037844384,4064.02,9,-1.0,-1.8369701987210297e-16,716.93,34,Retired,1
53,16,-0.5000000000000004,-0.8660254037844384,2929.91,10,-0.8660254037844386,0.5000000000000001,223.85,55,Engineer,1
21,18,-1.8369701987210297e-16,-1.0,618.05,3,1.0,6.123233995736766e-17,230.66,135,Student,7
19,16,-0.5000000000000004,-0.8660254037844384,1375.8,12,-2.4492935982947064e-16,1.0,442.12,260,Student,5
29,16,-0.5000000000000004,-0.8660254037844384,1143.52,3,1.0,6.123233995736766e-17,644.17,72,Engineer,5
51,16,-0.5000000000000004,-0.8660254037844384,7708.41,6,1.2246467991473532e-16,-1.0,508.68,127,Engineer,1
27,17,-0.25881904510252063,-0.9659258262890683,1872.96,4,0.8660254037844387,-0.4999999999999998,858.63,185,Student,3
57,17,-0.25881904510252063,-0.9659258262890683,201.04,7,-0.4999999999999997,-0.8660254037844388,25.36,78,Engineer,2
71,17,-0.25881904510252063,-0.9659258262890683,2115.8,9,-1.0,-1.8369701987210297e-16,147.62,133,Retired,6
37,16,-0.5000000000000004,-0.8660254037844384,7643.66,9,-1.0,-1.8369701987210297e-16,115.02,175,Doctor,1
30,17,-0.25881904510252063,-0.9659258262890683,8901.93,1,0.49999999999999994,0.8660254037844387,383.37,24,Engineer,2
20,16,-0.5000000000000004,-0.8660254037844384,9383.43,8,-0.8660254037844384,-0.5000000000000004,98.54,167,Student,5
55,18,-1.8369701987210297e-16,-1.0,1181.31,10,-0.8660254037844386,0.5000000000000001,83.24,164,Doctor,4
27,16,-0.5000000000000004,-0.8660254037844384,9418.86,2,0.8660254037844386,0.5000000000000001,196.16,146,Engineer,1
32,16,-0.5000000000000004,-0.8660254037844384,7954.92,1,0.49999999999999994,0.8660254037844387,129.94,235,Engineer,1
46,16,-0.5000000000000004,-0.8660254037844384,9418.08,11,-0.5000000000000004,0.8660254037844384,306.9,51,Engineer,1
59,16,-0.5000000000000004,-0.8660254037844384,6144.68,11,-0.5000000000000004,0.8660254037844384,114.98,80,Retired,1
27,16,-0.5000000000000004,-0.8660254037844384,420.65,3,1.0,6.123233995736766e-17,756.59,17,Student,5
22,18,-1.8369701987210297e-16,-1.0,447.82,11,-0.5000000000000004,0.8660254037844384,503.76,35,Student,7
63,16,-0.5000000000000004,-0.8660254037844384,7981.45,7,-0.4999999999999997,-0.8660254037844388,143.03,147,Retired,1
53,16,-0.5000000000000004,-0.8660254037844384,1829.9,11,-0.5000000000000004,0.8660254037844384,1045.22,73,Retired,1
25,16,-0.5000000000000004,-0.8660254037844384,985.06,3,1.0,6.123233995736766e-17,245.54,180,Student,5
51,18,-1.8369701987210297e-16,-1.0,8849.26,4,0.8660254037844387,-0.4999999999999998,254.37,174,Engineer,4
78,17,-0.25881904510252063,-0.9659258262890683,3528.72,3,1.0,6.123233995736766e-17,213.76,282,Retired,6
40,16,-0.5000000000000004,-0.8660254037844384,480.16,2,0.8660254037844386,0.5000000000000001,327.86,104,Engineer,1
47,16,-0.5000000000000004,-0.8660254037844384,12145.27,7,-0.4999999999999997,-0.8660254037844388,2.5,107,Doctor,1
68,17,-0.25881904510252063,-0.9659258262890683,13546.75,10,-0.8660254037844386,0.5000000000000001,300.08,47,Doctor,6
43,16,-0.5000000000000004,-0.8660254037844384,5688.37,1,0.49999999999999994,0.8660254037844387,56.98,122,Engineer,1
26,16,-0.5000000000000004,-0.8660254037844384,8346.64,7,-0.4999999999999997,-0.8660254037844388,407.65,62,Engineer,1
39,17,-0.25881904510252063,-0.9659258262890683,6481.04,5,0.49999999999999994,-0.8660254037844387,115.83,167,Engineer,2
69,16,-0.5000000000000004,-0.8660254037844384,1651.33,8,-0.8660254037844384,-0.5000000000000004,53.57,121,Retired,1
46,16,-0.5000000000000004,-0.8660254037844384,11174.94,11,-0.5000000000000004,0.8660254037844384,63.34,165,Doctor,1
27,17,-0.25881904510252063,-0.9659258262890683,145.5,5,0.49999999999999994,-0.8660254037844387,317.87,91,Student,3
41,17,-0.25881904510252063,-0.9659258262890683,4172.57,8,-0.8660254037844384,-0.5000000000000004,331.65,61,Engineer,2
56,16,-0.5000000000000004,-0.8660254037844384,5558.36,11,-0.5000000000000004,0.8660254037844384,5.04,41,Retired,1
70,17,-0.25881904510252063,-0.9659258262890683,11151.53,8,-0.8660254037844384,-0.5000000000000004,214.54,247,Doctor,6
57,16,-0.5000000000000004,-0.8660254037844384,1415.52,9,-1.0,-1.8369701987210297e-16,598.81,158,Doctor,1
26,17,-0.25881904510252063,-0.9659258262890683,1103.64,8,-0.8660254037844384,-0.5000000000000004,841.28,80,Student,3
26,16,-0.5000000000000004,-0.8660254037844384,303.68,9,-1.0,-1.8369701987210297e-16,38.15,108,Student,5
58,16,-0.5000000000000004,-0.8660254037844384,5541.57,7,-0.4999999999999997,-0.8660254037844388,1036.66,144,Doctor,1
33,17,-0.25881904510252063,-0.9659258262890683,6309.8,7,-0.4999999999999997,-0.8660254037844388,124.72,105,Engineer,2
78,17,-0.25881904510252063,-0.9659258262890683,5133.61,9,-1.0,-1.8369701987210297e-16,302.45,40,Retired,6
47,17,-0.25881904510252063,-0.9659258262890683,9344.98,11,-0.5000000000000004,0.8660254037844384,208.04,273,Engineer,2
23,17,-0.25881904510252063,-0.9659258262890683,1117.97,11,-0.5000000000000004,0.8660254037844384,5.77,254,Student,3
56,16,-0.5000000000000004,-0.8660254037844384,11835.35,8,-0.8660254037844384,-0.5000000000000004,381.33,75,Doctor,1
50,16,-0.5000000000000004,-0.8660254037844384,14401.17,10,-0.8660254037844386,0.5000000000000001,16.16,124,Doctor,1
18,17,-0.25881904510252063,-0.9659258262890683,1748.69,6,1.2246467991473532e-16,-1.0,486.08,68,Student,3
21,16,-0.5000000000000004,-0.8660254037844384,1000.46,1,0.49999999999999994,0.8660254037844387,336.39,18,Student,5
69,16,-0.5000000000000004,-0.8660254037844384,6810.05,11,-0.5000000000000004,0.8660254037844384,997.43,118,Doctor,1
23,16,-0.5000000000000004,-0.8660254037844384,263.98,9,-1.0,-1.8369701987210297e-16,234.57,120,Student,5
30,18,-1.8369701987210297e-16,-1.0,5442.76,10,-0.8660254037844386,0.5000000000000001,6.0,246,Doctor,4
80,16,-0.5000000000000004,-0.8660254037844384,2037.85,10,-0.8660254037844386,0.5000000000000001,1049.92,21,Retired,1
18,17,-0.25881904510252063,-0.9659258262890683,341.94,7,-0.4999999999999997,-0.8660254037844388,227.14,294,Student,3
66,16,-0.5000000000000004,-0.8660254037844384,1066.59,10,-0.8660254037844386,0.5000000000000001,233.74,17,Retired,1
69,16,-0.5000000000000004,-0.8660254037844384,6077.96,9,-1.0,-1.8369701987210297e-16,113.02,166,Retired,1
20,17,-0.25881904510252063,-0.9659258262890683,1659.15,2,0.8660254037844386,0.5000000000000001,45.85,92,Student,3
77,17,-0.25881904510252063,-0.9659258262890683,2042.22,8,-0.8660254037844384,-0.5000000000000004,973.39,296,Retired,6
41,18,-1.8369701987210297e-16,-1.0,421.93,4,0.8660254037844387,-0.4999999999999998,514.95,142,Doctor,4
66,16,-0.5000000000000004,-0.8660254037844384,10113.66,7,-0.4999999999999997,-0.8660254037844388,415.5,141,Doctor,1
54,17,-0.25881904510252063,-0.9659258262890683,4446.17,2,0.8660254037844386,0.5000000000000001,265.76,92,Retired,6
80,18,-1.8369701987210297e-16,-1.0,6452.77,7,-0.4999999999999997,-0.8660254037844388,69.4,113,Retired,4
35,16,-0.5000000000000004,-0.8660254037844384,2788.2,11,-0.5000000000000004,0.8660254037844384,332.93,293,Engineer,1
20,16,-0.5000000000000004,-0.8660254037844384,596.16,10,-0.8660254037844386,0.5000000000000001,267.9,160,Student,5
61,16,-0.5000000000000004,-0.8660254037844384,12904.66,11,-0.5000000000000004,0.8660254037844384,496.03,265,Doctor,1
37,16,-0.5000000000000004,-0.8660254037844384,9062.4,2,0.8660254037844386,0.5000000000000001,376.26,245,Engineer,1
36,17,-0.25881904510252063,-0.9659258262890683,9009.56,9,-1.0,-1.8369701987210297e-16,83.02,171,Engineer,2
20,16,-0.5000000000000004,-0.8660254037844384,1152.2,7,-0.4999999999999997,-0.8660254037844388,93.26,72,Student,5
68,16,-0.5000000000000004,-0.8660254037844384,12168.37,4,0.8660254037844387,-0.4999999999999998,803.37,129,Doctor,1
23,17,-0.25881904510252063,-0.9659258262890683,611.86,9,-1.0,-1.8369701987210297e-16,35.76,122,Student,3
62,16,-0.5000000000000004,-0.8660254037844384,8670.53,5,0.49999999999999994,-0.8660254037844387,28.53,99,Doctor,1
53,17,-0.25881904510252063,-0.9659258262890683,10098.86,10,-0.8660254037844386,0.5000000000000001,139.53,177,Doctor,6
33,16,-0.5000000000000004,-0.8660254037844384,5307.74,1,0.49999999999999994,0.8660254037844387,307.57,285,Doctor,1
56,18,-1.8369701987210297e-16,-1.0,1047.28,5,0.49999999999999994,-0.8660254037844387,60.65,53,Retired,4
70,17,-0.25881904510252063,-0.9659258262890683,6921.48,8,-0.8660254037844384,-0.5000000000000004,74.86,125,Doctor,6
51,18,-1.8369701987210297e-16,-1.0,1475.46,11,-0.5000000000000004,0.8660254037844384,117.97,137,Retired,4
34,18,-1.8369701987210297e-16,-1.0,112.76,1,0.49999999999999994,0.8660254037844387,231.91,165,Engineer,4
75,16,-0.5000000000000004,-0.8660254037844384,5669.66,2,0.8660254037844386,0.5000000000000001,126.21,268,Retired,1
53,17,-0.25881904510252063,-0.9659258262890683,1309.95,5,0.49999999999999994,-0.8660254037844387,506.28,162,Retired,6
31,17,-0.25881904510252063,-0.9659258262890683,4057.1,12,-2.4492935982947064e-16,1.0,304.35,36,Engineer,2
22,17,-0.25881904510252063,-0.9659258262890683,1585.98,5,0.49999999999999994,-0.8660254037844387,281.85,109,Student,3
31,16,-0.5000000000000004,-0.8660254037844384,6825.55,3,1.0,6.123233995736766e-17,777.88,17,Engineer,1
56,18,-1.8369701987210297e-16,-1.0,5516.5,8,-0.8660254037844384,-0.5000000000000004,119.18,96,Retired,4
76,17,-0.25881904510252063,-0.9659258262890683,5343.3,5,0.49999999999999994,-0.8660254037844387,177.19,43,Retired,6
22,16,-0.5000000000000004,-0.8660254037844384,903.05,5,0.49999999999999994,-0.8660254037844387,260.88,36,Student,5
24,16,-0.5000000000000004,-0.8660254037844384,1806.16,3,1.0,6.123233995736766e-17,169.47,19,Student,5
26,16,-0.5000000000000004,-0.8660254037844384,787.74,5,0.49999999999999994,-0.8660254037844387,73.23,14,Student,5
29,18,-1.8369701987210297e-16,-1.0,2429.68,2,0.8660254037844386,0.5000000000000001,1362.55,106,Engineer,7
19,16,-0.5000000000000004,-0.8660254037844384,770.37,5,0.49999999999999994,-0.8660254037844387,792.57,164,Student,5
71,16,-0.5000000000000004,-0.8660254037844384,1182.77,12,-2.4492935982947064e-16,1.0,237.06,46,Retired,1
54,16,-0.5000000000000004,-0.8660254037844384,726.55,11,-0.5000000000000004,0.8660254037844384,34.17,54,Engineer,1
41,17,-0.25881904510252063,-0.9659258262890683,14464.3,7,-0.4999999999999997,-0.8660254037844388,740.25,123,Doctor,2
58,16,-0.5000000000000004,-0.8660254037844384,12046.3,4,0.8660254037844387,-0.4999999999999998,453.54,82,Doctor,1
73,16,-0.5000000000000004,-0.8660254037844384,7885.64,11,-0.5000000000000004,0.8660254037844384,300.47,100,Retired,1
19,16,-0.5000000000000004,-0.8660254037844384,1952.35,4,0.8660254037844387,-0.4999999999999998,110.93,201,Student,5
59,16,-0.5000000000000004,-0.8660254037844384,7328.52,1,0.49999999999999994,0.8660254037844387,201.69,299,Doctor,1
59,16,-0.5000000000000004,-0.8660254037844384,3210.39,1,0.49999999999999994,0.8660254037844387,399.21,109,Engineer,1
78,16,-0.5000000000000004,-0.8660254037844384,5726.2,9,-1.0,-1.8369701987210297e-16,1041.88,57,Retired,1
62,16,-0.5000000000000004,-0.8660254037844384,1363.65,3,1.0,6.123233995736766e-17,630.36,52,Retired,1
60,17,-0.25881904510252063,-0.9659258262890683,1241.99,10,-0.8660254037844386,0.5000000000000001,10.94,245,Engineer,2
38,16,-0.5000000000000004,-0.8660254037844384,7873.28,1,0.49999999999999994,0.8660254037844387,215.9,235,Doctor,1
79,17,-0.25881904510252063,-0.9659258262890683,5674.32,7,-0.4999999999999997,-0.8660254037844388,1422.55,165,Retired,6
49,17,-0.25881904510252063,-0.9659258262890683,9840.04,9,-1.0,-1.8369701987210297e-16,226.37,141,Doctor,2
43,16,-0.5000000000000004,-0.8660254037844384,10328.23,9,-1.0,-1.8369701987210297e-16,444.89,101,Doctor,1
25,17,-0.25881904510252063,-0.9659258262890683,293.24,1,0.49999999999999994,0.8660254037844387,280.57,24,Student,3
52,17,-0.25881904510252063,-0.9659258262890683,7486.63,7,-0.4999999999999997,-0.8660254037844388,488.54,132,Engineer,2
50,16,-0.5000000000000004,-0.8660254037844384,11385.37,3,1.0,6.123233995736766e-17,3.3,131,Doctor,1
69,16,-0.5000000000000004,-0.8660254037844384,7264.79,8,-0.8660254037844384,-0.5000000000000004,199.39,165,Retired,1
62,17,-0.25881904510252063,-0.9659258262890683,2762.48,7,-0.4999999999999997,-0.8660254037844388,20.36,75,Retired,6
62,17,-0.25881904510252063,-0.9659258262890683,6675.03,10,-0.8660254037844386,0.5000000000000001,113.64,32,Retired,6
53,16,-0.5000000000000004,-0.8660254037844384,7432.99,7,-0.4999999999999997,-0.8660254037844388,493.11,236,Retired,1
19,17,-0.25881904510252063,-0.9659258262890683,1057.0,6,1.2246467991473532e-16,-1.0,307.41,14,Student,3
43,16,-0.5000000000000004,-0.8660254037844384,5956.89,11,-0.5000000000000004,0.8660254037844384,11.18,161,Doctor,1
59,18,-1.8369701987210297e-16,-1.0,7261.59,11,-0.5000000000000004,0.8660254037844384,313.82,151,Engineer,4
64,16,-0.5000000000000004,-0.8660254037844384,4943.16,1,0.49999999999999994,0.8660254037844387,51.0,107,Retired,1
60,16,-0.5000000000000004,-0.8660254037844384,8127.48,5,0.49999999999999994,-0.8660254037844387,140.98,100,Engineer,1
68,16,-0.5000000000000004,-0.8660254037844384,1748.02,8,-0.8660254037844384,-0.5000000000000004,288.04,63,Retired,1
31,16,-0.5000000000000004,-0.8660254037844384,9660.22,5,0.49999999999999994,-0.8660254037844387,800.55,108,Engineer,1
46,17,-0.25881904510252063,-0.9659258262890683,6371.51,2,0.8660254037844386,0.5000000000000001,485.54,143,Engineer,2
54,18,-1.8369701987210297e-16,-1.0,9442.47,2,0.8660254037844386,0.5000000000000001,521.15,214,Doctor,4
63,17,-0.25881904510252063,-0.9659258262890683,5959.2,8,-0.8660254037844384,-0.5000000000000004,321.79,61,Retired,6
65,16,-0.5000000000000004,-0.8660254037844384,13531.22,2,0.8660254037844386,0.5000000000000001,304.93,158,Doctor,1
40,16,-0.5000000000000004,-0.8660254037844384,11500.62,7,-0.4999999999999997,-0.8660254037844388,432.08,145,Doctor,1
61,16,-0.5000000000000004,-0.8660254037844384,1389.37,12,-2.4492935982947064e-16,1.0,694.2,72,Retired,1
55,18,-1.8369701987210297e-16,-1.0,6706.56,3,1.0,6.123233995736766e-17,116.86,171,Engineer,4
57,18,-1.8369701987210297e-16,-1.0,7175.29,3,1.0,6.123233995736766e-17,386.81,149,Doctor,4
25,16,-0.5000000000000004,-0.8660254037844384,420.67,5,0.49999999999999994,-0.8660254037844387,74.88,202,Student,5
75,16,-0.5000000000000004,-0.8660254037844384,7323.53,5,0.49999999999999994,-0.8660254037844387,195.76,99,Retired,1
50,16,-0.5000000000000004,-0.8660254037844384,8395.85,8,-0.8660254037844384,-0.5000000000000004,134.7,106,Doctor,1
33,18,-1.8369701987210297e-16,-1.0,5140.93,7,-0.4999999999999997,-0.8660254037844388,890.24,161,Engineer,4
63,17,-0.25881904510252063,-0.9659258262890683,7945.57,1,0.49999999999999994,0.8660254037844387,361.27,180,Doctor,6
44,16,-0.5000000000000004,-0.8660254037844384,5873.54,10,-0.8660254037844386,0.5000000000000001,131.56,42,Doctor,1
76,16,-0.5000000000000004,-0.8660254037844384,3074.45,11,-0.5000000000000004,0.8660254037844384,485.51,37,Retired,1
64,17,-0.25881904510252063,-0.9659258262890683,6155.76,7,-0.4999999999999997,-0.8660254037844388,547.87,131,Retired,6
28,18,-1.8369701987210297e-16,-1.0,8318.29,6,1.2246467991473532e-16,-1.0,457.3,15,Engineer,4
58,16,-0.5000000000000004,-0.8660254037844384,230.09,1,0.49999999999999994,0.8660254037844387,506.24,64,Engineer,1
